cheri_berry,berry,3,//cdn2.bulbagarden.net/upload/6/61/Bag_Cheri_Berry_Sprite.png
chesto_berry,berry,3,//cdn2.bulbagarden.net/upload/3/3f/Bag_Chesto_Berry_Sprite.png
pecha_berry,berry,3,//cdn2.bulbagarden.net/upload/8/8f/Bag_Pecha_Berry_Sprite.png
rawst_berry,berry,3,//cdn2.bulbagarden.net/upload/e/e5/Bag_Rawst_Berry_Sprite.png
aspear_berry,berry,3,//cdn2.bulbagarden.net/upload/1/18/Bag_Aspear_Berry_Sprite.png
leppa_berry,berry,3,//cdn2.bulbagarden.net/upload/c/cd/Bag_Leppa_Berry_Sprite.png
oran_berry,berry,3,//cdn2.bulbagarden.net/upload/8/86/Bag_Oran_Berry_Sprite.png
persim_berry,berry,3,//cdn2.bulbagarden.net/upload/0/0b/Bag_Persim_Berry_Sprite.png
lum_berry,berry,3,//cdn2.bulbagarden.net/upload/a/a6/Bag_Lum_Berry_Sprite.png
sitrus_berry,berry,3,//cdn2.bulbagarden.net/upload/3/39/Bag_Sitrus_Berry_Sprite.png
figy_berry,berry,3,//cdn2.bulbagarden.net/upload/3/35/Bag_Figy_Berry_Sprite.png
wiki_berry,berry,3,//cdn2.bulbagarden.net/upload/7/73/Bag_Wiki_Berry_Sprite.png
mago_berry,berry,3,//cdn2.bulbagarden.net/upload/7/78/Bag_Mago_Berry_Sprite.png
aguav_berry,berry,3,//cdn2.bulbagarden.net/upload/1/1e/Bag_Aguav_Berry_Sprite.png
iapapa_berry,berry,3,//cdn2.bulbagarden.net/upload/6/64/Bag_Iapapa_Berry_Sprite.png
razz_berry,berry,3,//cdn2.bulbagarden.net/upload/3/31/Bag_Razz_Berry_Sprite.png
bluk_berry,berry,3,//cdn2.bulbagarden.net/upload/e/e8/Bag_Bluk_Berry_Sprite.png
nanab_berry,berry,3,//cdn2.bulbagarden.net/upload/5/53/Bag_Nanab_Berry_Sprite.png
wepear_berry,berry,3,//cdn2.bulbagarden.net/upload/f/f6/Bag_Wepear_Berry_Sprite.png
pinap_berry,berry,3,//cdn2.bulbagarden.net/upload/7/78/Bag_Pinap_Berry_Sprite.png
pomeg_berry,berry,3,//cdn2.bulbagarden.net/upload/d/dd/Bag_Pomeg_Berry_Sprite.png
kelpsy_berry,berry,3,//cdn2.bulbagarden.net/upload/e/eb/Bag_Kelpsy_Berry_Sprite.png
qualot_berry,berry,3,//cdn2.bulbagarden.net/upload/9/9e/Bag_Qualot_Berry_Sprite.png
hondew_berry,berry,3,//cdn2.bulbagarden.net/upload/3/3b/Bag_Hondew_Berry_Sprite.png
grepa_berry,berry,3,//cdn2.bulbagarden.net/upload/6/64/Bag_Grepa_Berry_Sprite.png
tamato_berry,berry,3,//cdn2.bulbagarden.net/upload/9/9a/Bag_Tamato_Berry_Sprite.png
cornn_berry,berry,3,//cdn2.bulbagarden.net/upload/5/5f/Bag_Cornn_Berry_Sprite.png
magost_berry,berry,3,//cdn2.bulbagarden.net/upload/c/c1/Bag_Magost_Berry_Sprite.png
rabuta_berry,berry,3,//cdn2.bulbagarden.net/upload/2/2c/Bag_Rabuta_Berry_Sprite.png
nomel_berry,berry,3,//cdn2.bulbagarden.net/upload/9/99/Bag_Nomel_Berry_Sprite.png
spelon_berry,berry,3,//cdn2.bulbagarden.net/upload/d/dd/Bag_Spelon_Berry_Sprite.png
pamtre_berry,berry,3,//cdn2.bulbagarden.net/upload/3/37/Bag_Pamtre_Berry_Sprite.png
watmel_berry,berry,3,//cdn2.bulbagarden.net/upload/0/02/Bag_Watmel_Berry_Sprite.png
durin_berry,berry,3,//cdn2.bulbagarden.net/upload/4/45/Bag_Durin_Berry_Sprite.png
belue_berry,berry,3,//cdn2.bulbagarden.net/upload/0/05/Bag_Belue_Berry_Sprite.png
occa_berry,berry,4,//cdn2.bulbagarden.net/upload/a/ab/Bag_Occa_Berry_Sprite.png
passho_berry,berry,4,//cdn2.bulbagarden.net/upload/6/6a/Bag_Passho_Berry_Sprite.png
wacan_berry,berry,4,//cdn2.bulbagarden.net/upload/2/25/Bag_Wacan_Berry_Sprite.png
rindo_berry,berry,4,//cdn2.bulbagarden.net/upload/9/92/Bag_Rindo_Berry_Sprite.png
yache_berry,berry,4,//cdn2.bulbagarden.net/upload/4/4e/Bag_Yache_Berry_Sprite.png
chople_berry,berry,4,//cdn2.bulbagarden.net/upload/5/56/Bag_Chople_Berry_Sprite.png
kebia_berry,berry,4,//cdn2.bulbagarden.net/upload/4/4e/Bag_Kebia_Berry_Sprite.png
