Item Name,SM,USUM,PE
abomasite,1,1
absolite,1,1
absorb_bulb,1,1
adrenaline_orb,0,1
aerodactylite,1,1,2
aggronite,1,1
air_balloon,1,1
alakazite,1,1,2
altarianite,0,0
ampharosite,1,1
amulet_coin,5,5
assault_vest,0,0
audinite,0,0
banettite,1,1
beedrillite,0,0,1
berry_juice,4,4
berserk_gene
big_root,3,3,3
binding_band,1,1,1
black_sludge,2,2
blastoisinite,1,1,2
blazikenite,1,1
blue_orb,3,3
bright_powder,3,3
bug_memory,0,0
burn_drive,1,1
cameruptite,0,0
cell_battery,1,1
charizardite_x,1,1,2
charizardite_y,1,1,2
chill_drive,1,1
choice_band,4,4
choice_scarf,2,2
choice_specs,2,2
damp_rock,2,2
dark_memory,0,0
destiny_knot,2,2
diancite,0,0
douse_drive,1,1
dragon_memory,0,0
eject_button,1,1
electric_memory,0,0
electric_seed,0,0
expert_belt,1,1
fairy_memory,0,0
fighting_memory,0,0
fire_memory,0,0
flame_orb,2,2
float_stone,1,1
flying_memory,0,0
focus_band,3,3
focus_sash,1,1
full_incense,1,1
galladite,0,0
garchompite,1,1
gardevoirite,1,1
gengarite,1,1,2
ghost_memory,0,0
glalitite,0,0
grass_memory,0,0
grassy_seed,0,0
grip_claw,2,2
ground_memory,0,0
gyaradosite,1,1,2
heat_rock,2,2
heracronite,1,1
houndoominite,1,1
ice_memory,0,0
icy_rock,3,3
iron_ball,2,2
kangaskhanite,1,1,2
kings_rock,6,6
lagging_tail,0,0
latiasite,1,1
latiosite,1,1
lax_incense,4,4
leftovers,5,5
life_orb,0,0
light_clay,2,2
lopunnite,0,0
lucarionite,1,1
luck_incense,1,1
luminous_moss,0,0
macho_brace,4,4
manectite,1,1
mawilite,1,1
medichamite,1,1
mental_herb,3,3
metagrossite,0,0
metronome_(item),2,2
mewtwonite_x,1,1,2
mewtwonite_y,1,1,2
misty_seed,0,0
muscle_band,1,1
odd_incense,1,1
pidgeotite,0,0,1
pinsirite,1,1,2
poison_memory,0,0
power_anklet,2,2
power_band,2,2
power_belt,2,2
power_bracer,2,2
power_herb,1,1
power_lens,2,2
power_weight,2,2,2
protective_pads,0,0
psychic_memory,0,0
psychic_seed,0,0
quick_claw,5,5
razor_claw,1,1
razor_fang,2,2
red_card,1,1
red_orb,3,3
ring_target,1,1
rock_incense,1,1
rock_memory,0,0
rocky_helmet,1,1
rose_incense,1,1
sablenite,0,0
safety_goggles,0,0
salamencite,0,0
sceptilite,0,0
scizorite,1,1
scope_lens,5,5
sea_incense,3,3
sharpedonite,0,0
shed_shell,1,1
shell_bell,3,3,3
shock_drive,1,1
slowbronite,0,0,1
smoke_ball,6,6
smooth_rock,2,2
snowball,0,0
steel_memory,0,0
steelixite,0,0
sticky_barb,3,3
swampertite,0,0
terrain_extender,0,0
toxic_orb,2,2
tyranitarite,1,1
venusaurite,1,1,2
water_memory,0,0
wave_incense,3,3
weakness_policy,0,0
white_herb,2,2
wide_lens,1,1
wise_glasses,1,1
zoom_lens,3,3
